# Matter power spectrum P(k) at redshift z=0
# for k=1.03892e-05 to 100.018 h/Mpc,
# number of wavenumbers equal to 811
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.513830905931e+00       2.315493831176e+02 
       1.549093698600e+00       2.245050594161e+02 
       1.585177473417e+00       2.176035586073e+02 
       1.622101482134e+00       2.108439412817e+02 
       1.659885385687e+00       2.042253483738e+02 
       1.698549274693e+00       1.977470759396e+02 
       1.738113687717e+00       1.914084474064e+02 
       1.778599627801e+00       1.852088709438e+02 
       1.820028577699e+00       1.791477840193e+02 
       1.862422514186e+00       1.732246362033e+02 
       1.905803921743e+00       1.674388752261e+02 
       1.950195805867e+00       1.617899400766e+02 
       1.995621706207e+00       1.562772223177e+02 
       2.042105709649e+00       1.509000710654e+02 
       2.089672463487e+00       1.456577743305e+02 
       2.138347188734e+00       1.405495460541e+02 
       2.188155693647e+00       1.355745168818e+02 
       2.239124387506e+00       1.307317266006e+02 
       2.291280294668e+00       1.260201178401e+02 
       2.344651068927e+00       1.214385316856e+02 
       2.399265008196e+00       1.169857043820e+02 
       2.455151069521e+00       1.126602664308e+02 
       2.512338884436e+00       1.084607431363e+02 
       2.570858774679e+00       1.043855558933e+02 
       2.630741768274e+00       1.004330257710e+02 
       2.692019615975e+00       9.660137715204e+01 
       2.754724808110e+00       9.288874323826e+01 
       2.818890591801e+00       8.929317168970e+01 
       2.884550988596e+00       8.581263120372e+01 
       2.951740812507e+00       8.244501835592e+01 
       3.020495688467e+00       7.918816485240e+01 
       3.090852071223e+00       7.603984487757e+01 
       3.162847264659e+00       7.299778251090e+01 
       3.236519441580e+00       7.005965908936e+01 
       3.311907663949e+00       6.722312043331e+01 
       3.389051903600e+00       6.448578387014e+01 
       3.467993063429e+00       6.184524500972e+01 
       3.548772999085e+00       5.929908422795e+01 
       3.631434541159e+00       5.684487283294e+01 
       3.716021517895e+00       5.448017889632e+01 
       3.802578778426e+00       5.220257273737e+01 
       3.891152216559e+00       5.000963205570e+01 
       3.981788795102e+00       4.789894671141e+01 
       4.074536570770e+00       4.586812315591e+01 
       4.169444719661e+00       4.391478851889e+01 
       4.266563563331e+00       4.203659435911e+01 
       4.365944595477e+00       4.023122008839e+01 
       4.467640509238e+00       3.849637607914e+01 
       4.571705225133e+00       3.682980646694e+01 
       4.678193919651e+00       3.522929166021e+01 
       4.787163054510e+00       3.369265056973e+01 
       4.898670406585e+00       3.221774257094e+01 
       5.012775098552e+00       3.080246921229e+01 
       5.129537630227e+00       2.944477568319e+01 
       5.249019910652e+00       2.814265205475e+01 
       5.371285290913e+00       2.689413430699e+01 
       5.496398597731e+00       2.569730515543e+01 
       5.624426167840e+00       2.455029469042e+01 
       5.755435883152e+00       2.345128084177e+01 
       5.889497206750e+00       2.239848968119e+01 
       6.026681219725e+00       2.139019557471e+01 
       6.167060658854e+00       2.042472119671e+01 
       6.310709955176e+00       1.950043741683e+01 
       6.457705273448e+00       1.861576307066e+01 
       6.608124552534e+00       1.776916462459e+01 
       6.762047546726e+00       1.695915574459e+01 
       6.919555868034e+00       1.618429677848e+01 
       7.080733029454e+00       1.544319416055e+01 
       7.245664489252e+00       1.473449974695e+01 
       7.414437696269e+00       1.405691008982e+01 
       7.587142136294e+00       1.340916565774e+01 
       7.763869379508e+00       1.279005000929e+01 
       7.944713129033e+00       1.219838892656e+01 
       8.129769270621e+00       1.163304951444e+01 
       8.319135923486e+00       1.109293927167e+01 
       8.512913492334e+00       1.057700513860e+01 
       8.711204720597e+00       1.008423252684e+01 
       8.914114744910e+00       9.613644335057e+00 
       9.121751150853e+00       9.164299955191e+00 
       9.334224029997e+00       8.735294272775e+00 
       9.551646038275e+00       8.325756664863e+00 
       9.774132455713e+00       7.934849998683e+00 
       1.000180124755e+01       7.561769633850e+00 
       1.023477312681e+01       7.205742430713e+00 
       1.047317161825e+01       6.866025767120e+00 
       1.071712312390e+01       6.541906565685e+00 
       1.096675699010e+01       6.232700333345e+00 
       1.122220557602e+01       5.937750214860e+00 
       1.148360432387e+01       5.656426061632e+00 
       1.175109183074e+01       5.388123517105e+00 
       1.202480992205e+01       5.132263119775e+00 
       1.230490372674e+01       4.888289424725e+00 
       1.259152175426e+01       4.655670144434e+00 
       1.288481597329e+01       4.433895309476e+00 
       1.318494189229e+01       4.222476449608e+00 
       1.349205864201e+01       4.020945795615e+00 
       1.380632905981e+01       3.828855502223e+00 
       1.412791977603e+01       3.645776892222e+00 
       1.445700130231e+01       3.471299721944e+00 
       1.479374812205e+01       3.305031468085e+00 
       1.513833878286e+01       3.146596635852e+00 
       1.549095599127e+01       2.995636088308e+00 
       1.585178670960e+01       2.851806396771e+00 
       1.622102225506e+01       2.714779212043e+00 
       1.659885840123e+01       2.584240656224e+00 
       1.698549548184e+01       2.459890734812e+00 
       1.738113849699e+01       2.341442768767e+00 
       1.778599722183e+01       2.228622846184e+00 
       1.820028631782e+01       2.121169293200e+00 
       1.862422544653e+01       2.018832163727e+00 
       1.905803938609e+01       1.921372747602e+00 
       1.950195815040e+01       1.828563096721e+00 
       1.995621711105e+01       1.740185568715e+00 
       2.042105712218e+01       1.656032387714e+00 
       2.089672464809e+01       1.575905221745e+00 
       2.138347189401e+01       1.499614776309e+00 
       2.188155693977e+01       1.426980403657e+00 
       2.239124387666e+01       1.357829727319e+00 
       2.291280294744e+01       1.291998281417e+00 
       2.344651068962e+01       1.229329164298e+00 
       2.399265008212e+01       1.169672706036e+00 
       2.455151069528e+01       1.112886149348e+00 
       2.512338884439e+01       1.058833343487e+00 
       2.570858774681e+01       1.007384450660e+00 
       2.630741768274e+01       9.584156645497e-01 
       2.692019615975e+01       9.118089405117e-01 
       2.754724808110e+01       8.674517370373e-01 
       2.818890591801e+01       8.252367680675e-01 
       2.884550988596e+01       7.850617657697e-01 
       2.951740812507e+01       7.468292533849e-01 
       3.020495688467e+01       7.104463277706e-01 
       3.090852071223e+01       6.758244512704e-01 
       3.162847264659e+01       6.428792525545e-01 
       3.236519441580e+01       6.115303360834e-01 
       3.311907663949e+01       5.817010998569e-01 
       3.389051903600e+01       5.533185611243e-01 
       3.467993063429e+01       5.263131897358e-01 
       3.548772999085e+01       5.006187488319e-01 
       3.631434541159e+01       4.761721425719e-01 
       3.716021517895e+01       4.529132706162e-01 
       3.802578778426e+01       4.307848890845e-01 
       3.891152216559e+01       4.097324777231e-01 
       3.981788795102e+01       3.897041130228e-01 
       4.074536570770e+01       3.706503470391e-01 
       4.169444719661e+01       3.525240916740e-01 
       4.266563563331e+01       3.352805081890e-01 
       4.365944595477e+01       3.188769017258e-01 
       4.467640509238e+01       3.032726206224e-01 
       4.571705225133e+01       2.884289603161e-01 
       4.678193919651e+01       2.743090716372e-01 
       4.787163054510e+01       2.608778733019e-01 
       4.898670406585e+01       2.481019684221e-01 
       5.012775098552e+01       2.359495648557e-01 
       5.129537630227e+01       2.243903992289e-01 
       5.249019910652e+01       2.133956644689e-01 
       5.371285290913e+01       2.029379406910e-01 
       5.496398597731e+01       1.929911292918e-01 
       5.624426167840e+01       1.835303901042e-01 
       5.755435883152e+01       1.745320814793e-01 
       5.889497206750e+01       1.659737031617e-01 
       6.026681219725e+01       1.578338418341e-01 
       6.167060658854e+01       1.500921192098e-01 
       6.310709955176e+01       1.427291425577e-01 
       6.457705273448e+01       1.357264575504e-01 
       6.608124552534e+01       1.290665033280e-01 
       6.762047546726e+01       1.227325696781e-01 
       6.919555868034e+01       1.167087562339e-01 
       7.080733029454e+01       1.109799335989e-01 
       7.245664489252e+01       1.055317063084e-01 
       7.414437696269e+01       1.003503775453e-01 
       7.587142136294e+01       9.542291552595e-02 
       7.763869379508e+01       9.073692148255e-02 
       7.944713129033e+01       8.628059916497e-02 
       8.129769270621e+01       8.204272579331e-02 
       8.319135923485e+01       7.801262439287e-02 
       8.512913492334e+01       7.418013744740e-02 
       8.711204720597e+01       7.053560180899e-02 
       8.914114744910e+01       6.706982480576e-02 
       9.121751150853e+01       6.377406149145e-02 
       9.334224029997e+01       6.063999298305e-02 
       9.551646038275e+01       5.765970583564e-02 
       9.774132455713e+01       5.482567240537e-02 
       1.000180124755e+02       5.213073215420e-02 
