# Matter power spectrum P(k) at redshift z=1
# for k=1.02819e-05 to 105.289 h/Mpc,
# number of wavenumbers equal to 624
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       2.918693747237e-03       3.887727838056e+03 
       3.031943205484e-03       4.015772941282e+03 
       3.146055568483e-03       4.143015101991e+03 
       3.260958026758e-03       4.269343404123e+03 
       3.376584766143e-03       4.394661469478e+03 
       3.492876301982e-03       4.518884691162e+03 
       3.609778859657e-03       4.641937652218e+03 
       3.727243804616e-03       4.763755677474e+03 
       3.845227122414e-03       4.884281479313e+03 
       3.963688947416e-03       5.003466859976e+03 
       4.082593137699e-03       5.121268087980e+03 
       4.201906893053e-03       5.237650192620e+03 
       4.321600412638e-03       5.352579973579e+03 
       4.441646588792e-03       5.466033238555e+03 
       4.562020733544e-03       5.577987977761e+03 
       4.682700334553e-03       5.688424365947e+03 
       4.803664837402e-03       5.797329609531e+03 
       4.924895451436e-03       5.904691441295e+03 
       5.046374976562e-03       6.010501650706e+03 
       5.168087648701e-03       6.114754204403e+03 
       5.290019001810e-03       6.217443107631e+03 
       5.412155744608e-03       6.318569950076e+03 
       5.534485650354e-03       6.418131137330e+03 
       5.656997458202e-03       6.516127394030e+03 
       5.779680784837e-03       6.612565041765e+03 
       5.902526045239e-03       6.707445767737e+03 
       6.025524381540e-03       6.800770935831e+03 
       6.148667599099e-03       6.892697744998e+03 
       6.271948108978e-03       6.982963190051e+03 
       6.395358876124e-03       7.071652064533e+03 
       6.518893372638e-03       7.158730546701e+03 
       6.642545535578e-03       7.244302070940e+03 
       6.766309728814e-03       7.328476978586e+03 
       6.890180708501e-03       7.411147564280e+03 
       7.014153591796e-03       7.492353078383e+03 
       7.138223828473e-03       7.572163303587e+03 
       7.262387175144e-03       7.650381824563e+03 
       7.386639671820e-03       7.727145512686e+03 
       7.510977620572e-03       7.802466988627e+03 
       7.635397566082e-03       7.876359889446e+03 
       7.759896277901e-03       7.948834366009e+03 
       7.884470734249e-03       8.019892461911e+03 
       8.009118107195e-03       8.089553636853e+03 
       8.133835749101e-03       8.157852891087e+03 
       8.258621180199e-03       8.224760041618e+03 
       8.383472077199e-03       8.290302896091e+03 
       8.508386262837e-03       8.354495643705e+03 
       8.633361696262e-03       8.417354697868e+03 
       8.758396464208e-03       8.478884855764e+03 
       8.883488772857e-03       8.539108692147e+03 
       9.008636940352e-03       8.598032746289e+03 
       9.133839389889e-03       8.655664995813e+03 
       9.259094643344e-03       8.712019868024e+03 
       9.384401315392e-03       8.767107966054e+03 
       9.509758108064e-03       8.820946582019e+03 
       9.635163805723e-03       8.873530104684e+03 
       9.760617270406e-03       8.924926410791e+03 
       9.886117437517e-03       8.975081101528e+03 
       1.001166331184e-02       9.024047061091e+03 
       1.013725396381e-02       9.071811102696e+03 
       1.026288852613e-02       9.118399864937e+03 
       1.038856619052e-02       9.163826472308e+03 
       1.051428620483e-02       9.208060687123e+03 
       1.064004787021e-02       9.251176158348e+03 
       1.076585053862e-02       9.293213841395e+03 
       1.089169361044e-02       9.334076531313e+03 
       1.101757653221e-02       9.373829139154e+03 
       1.114349879467e-02       9.412468883476e+03 
       1.126945993077e-02       9.450051132767e+03 
       1.139545951390e-02       9.486542750935e+03 
       1.152149715629e-02       9.522014468026e+03 
       1.164757250740e-02       9.556398594632e+03 
       1.177368525255e-02       9.589738662685e+03 
       1.189983511152e-02       9.622057634312e+03 
       1.202602183736e-02       9.653349235276e+03 
       1.215224521523e-02       9.683586925781e+03 
       1.227850506131e-02       9.712920227923e+03 
       1.240480122181e-02       9.741168393070e+03 
       1.253113357205e-02       9.768530186895e+03 
       1.265750201560e-02       9.794895122588e+03 
       1.278390648348e-02       9.820256582477e+03 
       1.291034693342e-02       9.844747845827e+03 
       1.303682334920e-02       9.868268249685e+03 
       1.316333573999e-02       9.890821122297e+03 
       1.328988413979e-02       9.912544726903e+03 
       1.341646860691e-02       9.933277742368e+03 
       1.354308922342e-02       9.953200280593e+03 
       1.366974609479e-02       9.972159076404e+03 
       1.379643934941e-02       9.990329614869e+03 
       1.392316913825e-02       1.000759957593e+04 
       1.404993563452e-02       1.002400308034e+04 
       1.417673903336e-02       1.003951373873e+04 
       1.430357955158e-02       1.005429880923e+04 
       1.443045742743e-02       1.006815733743e+04 
       1.455737292036e-02       1.008125083147e+04 
       1.468432631085e-02       1.009358690449e+04 
       1.481131790029e-02       1.010471348611e+04 
       1.493834801080e-02       1.011573538762e+04 
       1.506541698514e-02       1.012570987105e+04 
       1.519252518666e-02       1.013481688973e+04 
       1.531967299921e-02       1.014327099323e+04 
       1.544686082709e-02       1.015087366589e+04 
       1.557408909511e-02       1.015778312420e+04 
       1.570135824851e-02       1.016397216913e+04 
       1.582866875303e-02       1.016942911471e+04 
       1.595602109498e-02       1.017423053112e+04 
       1.608341578125e-02       1.017824360413e+04 
       1.621085333945e-02       1.018158633668e+04 
       1.633833431798e-02       1.018429577581e+04 
       1.646585928616e-02       1.018624474048e+04 
       1.659342883438e-02       1.018760783574e+04 
       1.672104357425e-02       1.018820918636e+04 
       1.684870413879e-02       1.018822992498e+04 
       1.697641118259e-02       1.018764168669e+04 
       1.710416538205e-02       1.018632378318e+04 
       1.723196743558e-02       1.018444949789e+04 
       1.735981806386e-02       1.018197742367e+04 
       1.748771801012e-02       1.017880510644e+04 
       1.761566804035e-02       1.017514427010e+04 
       1.774366894367e-02       1.017083572953e+04 
       1.787172153257e-02       1.016595089596e+04 
       1.799982664330e-02       1.016046616085e+04 
       1.812798513615e-02       1.015438873722e+04 
       1.825619789584e-02       1.014781211495e+04 
       1.838446583190e-02       1.014065300340e+04 
       1.851278987906e-02       1.013298030862e+04 
       1.864117099765e-02       1.012480053040e+04 
       1.876961017400e-02       1.011599807008e+04 
       1.889810842095e-02       1.010678436200e+04 
       1.902666677827e-02       1.009693845519e+04 
       1.915528631311e-02       1.008642186594e+04 
       1.928396812057e-02       1.007594828328e+04 
       1.941271332416e-02       1.006467953911e+04 
       1.954152307635e-02       1.005291662603e+04 
       1.967039855913e-02       1.004071718691e+04 
       1.979934098457e-02       1.002797633592e+04 
       1.992835159544e-02       1.001481605986e+04 
       2.005743166578e-02       1.000121506352e+04 
       2.018658250158e-02       9.987165451162e+03 
       2.031580544140e-02       9.972712702122e+03 
       2.044510185708e-02       9.957785370565e+03 
       2.057447315441e-02       9.942240397771e+03 
       2.070392077385e-02       9.926500127413e+03 
       2.083344619133e-02       9.910348554976e+03 
       2.096305091892e-02       9.894089689465e+03 
       2.109273650575e-02       9.877148998470e+03 
       2.122250453870e-02       9.859819362196e+03 
       2.135235664334e-02       9.842106455988e+03 
       2.148229448477e-02       9.824009100368e+03 
       2.161231976851e-02       9.805261744194e+03 
       2.174243424143e-02       9.786506552990e+03 
       2.187263969274e-02       9.767584783315e+03 
       2.200293795492e-02       9.748080743390e+03 
       2.213333090478e-02       9.728181575872e+03 
       2.226382046450e-02       9.707940693590e+03 
       2.239440860272e-02       9.687417703715e+03 
       2.252509733563e-02       9.666717996889e+03 
       2.265588872814e-02       9.645435175955e+03 
       2.278678489509e-02       9.624070468177e+03 
       2.291778800242e-02       9.602163005674e+03 
       2.304890026850e-02       9.580281687956e+03 
       2.318012396537e-02       9.557855038434e+03 
       2.331146142014e-02       9.535328335244e+03 
       2.344291501635e-02       9.512286846001e+03 
       2.357448719540e-02       9.489061518464e+03 
       2.370618045804e-02       9.465620367327e+03 
       2.383799736590e-02       9.441925738769e+03 
       2.396994054304e-02       9.417970421191e+03 
       2.410201267761e-02       9.393918886756e+03 
       2.423421652351e-02       9.369399374050e+03 
       2.436655490213e-02       9.344703625734e+03 
       2.449903070413e-02       9.319814565704e+03 
       2.463164689130e-02       9.294578919008e+03 
       2.476440649850e-02       9.269320949408e+03 
       2.489731263556e-02       9.243718397487e+03 
       2.503036848940e-02       9.217904546077e+03 
       2.516357732611e-02       9.191927225507e+03 
       2.529694249311e-02       9.165787999054e+03 
       2.543046742143e-02       9.139333214821e+03 
       2.556415562807e-02       9.112707840143e+03 
       2.569801071834e-02       9.086005503053e+03 
       2.583203638843e-02       9.059062195908e+03 
       2.596623642796e-02       9.031906421103e+03 
       2.610061472266e-02       9.004643321880e+03 
       2.623517525713e-02       8.977125951928e+03 
       2.636992211774e-02       8.949606211991e+03 
       2.650485949557e-02       8.921808662124e+03 
       2.663999168948e-02       8.893886917625e+03 
       2.677532310935e-02       8.865936879067e+03 
       2.691085827932e-02       8.837652797603e+03 
       2.704660184128e-02       8.809257153213e+03 
       2.718255855838e-02       8.780792343646e+03 
       2.731873331873e-02       8.752173760093e+03 
       2.745513113922e-02       8.723434291429e+03 
       2.759175716952e-02       8.694623898271e+03 
       2.772861669615e-02       8.665716822324e+03 
       2.786571514680e-02       8.636580336381e+03 
       2.800305809477e-02       8.607336922502e+03 
       2.814065126356e-02       8.578117539057e+03 
       2.827850053172e-02       8.548701625448e+03 
       2.841661193776e-02       8.519292146177e+03 
       2.855499168544e-02       8.489704813319e+03 
       2.869364614908e-02       8.459936257249e+03 
       2.883258187923e-02       8.430175752809e+03 
       2.897180560847e-02       8.400358098192e+03 
       2.911132425755e-02       8.370424585245e+03 
       2.925114494169e-02       8.340437183595e+03 
       2.939127497719e-02       8.310350576386e+03 
       2.953172188832e-02       8.280205385905e+03 
       2.967249341450e-02       8.250014969218e+03 
       2.981359751776e-02       8.219752843041e+03 
       2.995504239059e-02       8.189403362869e+03 
       3.009683646406e-02       8.159018591493e+03 
       3.023898841634e-02       8.128576253847e+03 
       3.038150718158e-02       8.098106162115e+03 
       3.052440195921e-02       8.067590798805e+03 
       3.066768222362e-02       8.037058060630e+03 
       3.081135773435e-02       8.006420398414e+03 
       3.095543854669e-02       7.975746995372e+03 
       3.109993502279e-02       7.945077867797e+03 
       3.124485784329e-02       7.914356245191e+03 
       3.139021801953e-02       7.883607313889e+03 
       3.153602690629e-02       7.852837560845e+03 
       3.168229621523e-02       7.821993575128e+03 
       3.182903802885e-02       7.791163710909e+03 
       3.197626481530e-02       7.760287115966e+03 
       3.212398944383e-02       7.729428883683e+03 
       3.227222520100e-02       7.698555373973e+03 
       3.242098580778e-02       7.667599374205e+03 
       3.257028543748e-02       7.636745485313e+03 
       3.272013873466e-02       7.605764670455e+03 
       3.287056083495e-02       7.574933710210e+03 
       3.302156738596e-02       7.543897453092e+03 
       3.317317456938e-02       7.512908753912e+03 
       3.332539912412e-02       7.481993798666e+03 
       3.347825837086e-02       7.451056489137e+03 
       3.363177023784e-02       7.420047134057e+03 
       3.378595328823e-02       7.389061156323e+03 
       3.394082674885e-02       7.358129266918e+03 
       3.409641054072e-02       7.327133965112e+03 
       3.425272531126e-02       7.296173663926e+03 
       3.440979246840e-02       7.265232088990e+03 
       3.456763421671e-02       7.234303630222e+03 
       3.472627359569e-02       7.203362177846e+03 
       3.488573452033e-02       7.172472526560e+03 
       3.504604182423e-02       7.141555946419e+03 
       3.520722130534e-02       7.110580878252e+03 
       3.536929977455e-02       7.079696327452e+03 
       3.553230510739e-02       7.048781117585e+03 
       3.569626629907e-02       7.017882525842e+03 
       3.586121352304e-02       6.987039680753e+03 
       3.602717819344e-02       6.956195125451e+03 
       3.619419303176e-02       6.925341525005e+03 
       3.636229213791e-02       6.894506877165e+03 
       3.653151106621e-02       6.863673368982e+03 
       3.670188690668e-02       6.832862192424e+03 
       3.687345837198e-02       6.802060891151e+03 
       3.704626589063e-02       6.771283135027e+03 
       3.722035170685e-02       6.740541073867e+03 
       3.739575998785e-02       6.709745865594e+03 
       3.757253693902e-02       6.679002560548e+03 
       3.775073092779e-02       6.648355764659e+03 
       3.793039261706e-02       6.617552629963e+03 
       3.811157510886e-02       6.586840209550e+03 
       3.829433409945e-02       6.556163599856e+03 
       3.847872804676e-02       6.525443795531e+03 
       3.866481835150e-02       6.494758937240e+03 
       3.885266955312e-02       6.464099626492e+03 
       3.904234954228e-02       6.433403541024e+03 
       3.923392979140e-02       6.402723602001e+03 
       3.942748560519e-02       6.372043481993e+03 
       3.962309639317e-02       6.341370385423e+03 
       3.982084596665e-02       6.310688842509e+03 
       4.002082286273e-02       6.280075394166e+03 
       4.022312069830e-02       6.249304612633e+03 
       4.042783855743e-02       6.218676620939e+03 
       4.063508141591e-02       6.187953623207e+03 
       4.084496060727e-02       6.157202043639e+03 
       4.105759433523e-02       6.126433253970e+03 
       4.127310823805e-02       6.095675059475e+03 
       4.149163601122e-02       6.064939055282e+03 
       4.171332009580e-02       6.034071665757e+03 
       4.193831244066e-02       6.003210564642e+03 
       4.216677534828e-02       5.972332453461e+03 
       4.239888241525e-02       5.941407992454e+03 
       4.263481958009e-02       5.910456752420e+03 
       4.287478629332e-02       5.879413312625e+03 
       4.311899682700e-02       5.848334550243e+03 
       4.336768174376e-02       5.817203403490e+03 
       4.362108954874e-02       5.786004485002e+03 
       4.387948855201e-02       5.754700501092e+03 
       4.414316897381e-02       5.723344603253e+03 
       4.441244533075e-02       5.691884338031e+03 
       4.468765914812e-02       5.660299443275e+03 
       4.496918205220e-02       5.628669682056e+03 
       4.525741930661e-02       5.596870083411e+03 
       4.555281386928e-02       5.564984821186e+03 
       4.585585106264e-02       5.532905514881e+03 
       4.616706396803e-02       5.500659881906e+03 
       4.648703967949e-02       5.468282650356e+03 
       4.681642658099e-02       5.435688248760e+03 
       4.715594284790e-02       5.402928933105e+03 
       4.750638641878e-02       5.370000713848e+03 
       4.786864674137e-02       5.336682312089e+03 
       4.824371866853e-02       5.303192970425e+03 
       4.863271897149e-02       5.269425975496e+03 
       4.903690605431e-02       5.235260466390e+03 
       4.945770360062e-02       5.200867823917e+03 
       4.989672907282e-02       5.165945956824e+03 
       5.035582822378e-02       5.130680824087e+03 
       5.083711708661e-02       5.094822812166e+03 
       5.134303329469e-02       5.058505839279e+03 
       5.187639906779e-02       5.021493156303e+03 
       5.244049879457e-02       4.983763887078e+03 
       5.303917484706e-02       4.945247053777e+03 
       5.367694605009e-02       4.905705437932e+03 
       5.435915399485e-02       4.865067140348e+03 
       5.509214288251e-02       4.823170228030e+03 
       5.588347825914e-02       4.779569790453e+03 
       5.674220772747e-02       4.734197778280e+03 
       5.767916028925e-02       4.686296521472e+03 
       5.870726632500e-02       4.635339352040e+03 
       5.984185044451e-02       4.580522354457e+03 
       6.110079433012e-02       4.520713679788e+03 
       6.250437556796e-02       4.454289309540e+03 
       6.407446340812e-02       4.379284711689e+03 
       6.583264392210e-02       4.293080883751e+03 
       6.779691355659e-02       4.192633681266e+03 
       6.997710131396e-02       4.074730530879e+03 
       7.237030982419e-02       3.936991068477e+03 
       7.495880655882e-02       3.778652846518e+03 
       7.771242161902e-02       3.601743692716e+03 
       8.059491365511e-02       3.411095481778e+03 
       8.357110107710e-02       3.213693853862e+03 
       8.661162632878e-02       3.017516058430e+03 
       8.969450390871e-02       2.830131386536e+03 
       9.280445768654e-02       2.657736636593e+03 
       9.593139095800e-02       2.504583489937e+03 
       9.906884262370e-02       2.372871762574e+03 
       1.022127616626e-01       2.262748874828e+03 
       1.053606401396e-01       2.172982141393e+03 
       1.085109374205e-01       2.100809405532e+03 
       1.116627114873e-01       2.042661604567e+03 
       1.148153878999e-01       1.994615656908e+03 
       1.179686168691e-01       1.952457919614e+03 
       1.211221855194e-01       1.912313860772e+03 
       1.242759642813e-01       1.870930304031e+03 
       1.274298742289e-01       1.825702605973e+03 
       1.305838672122e-01       1.775244382182e+03 
       1.337379137828e-01       1.719134973940e+03 
       1.368919958615e-01       1.657936951476e+03 
       1.400461022852e-01       1.593048356704e+03 
       1.432002261030e-01       1.526303294672e+03 
       1.463543629341e-01       1.459804814357e+03 
       1.495085099701e-01       1.395614182274e+03 
       1.526626653685e-01       1.335533859610e+03 
       1.558168278836e-01       1.280894882469e+03 
       1.589709966415e-01       1.232557575749e+03 
       1.621251710027e-01       1.190779016542e+03 
       1.652793504782e-01       1.155417923487e+03 
       1.684335346774e-01       1.125852297564e+03 
       1.715877232763e-01       1.101184027514e+03 
       1.747419159972e-01       1.080190050835e+03 
       1.778961125963e-01       1.061734880328e+03 
       1.810503128555e-01       1.044789832755e+03 
       1.842045165767e-01       1.027945236754e+03 
       1.873587235785e-01       1.010273358854e+03 
       1.905129336936e-01       9.910579911823e+02 
       1.936671467667e-01       9.699781377543e+02 
       1.968213626534e-01       9.469988817594e+02 
       1.999755812187e-01       9.224139875821e+02 
       2.031298023366e-01       8.967797438599e+02 
       2.062840258887e-01       8.706502192818e+02 
       2.094382517641e-01       8.447236357036e+02 
       2.125924798586e-01       8.196033277818e+02 
       2.157467100740e-01       7.957755141750e+02 
       2.189009423181e-01       7.736693528183e+02 
       2.220551765036e-01       7.535460050764e+02 
       2.252094125485e-01       7.355163252463e+02 
       2.283636503752e-01       7.196025463192e+02 
       2.315178899103e-01       7.055849816568e+02 
       2.346721310845e-01       6.932398967223e+02 
       2.378263738321e-01       6.822016429350e+02 
       2.409806180910e-01       6.720663998166e+02 
       2.441348638023e-01       6.624256051494e+02 
       2.472891109099e-01       6.529516629263e+02 
       2.504433593608e-01       6.433506112187e+02 
       2.535976091046e-01       6.333912924668e+02 
       2.567518600932e-01       6.229743037916e+02 
       2.599061122812e-01       6.120460725695e+02 
       2.630603656252e-01       6.006435078381e+02 
       2.662146200837e-01       5.888881249354e+02 
       2.693688756174e-01       5.769551660377e+02 
       2.725231321888e-01       5.650550744432e+02 
       2.756773897621e-01       5.533765443901e+02 
       2.788316483030e-01       5.421333481114e+02 
       2.819859077788e-01       5.314737483862e+02 
       2.851401681585e-01       5.215055427579e+02 
       2.882944294122e-01       5.122706352597e+02 
       2.914486915113e-01       5.037465446151e+02 
       2.946029544285e-01       4.959208391286e+02 
       2.977572181378e-01       4.886881670293e+02 
       3.009114826140e-01       4.819673835956e+02 
       3.040657478332e-01       4.756296280069e+02 
       3.072200137724e-01       4.695700526661e+02 
       3.103742804095e-01       4.636581947960e+02 
       3.135285477233e-01       4.577914624567e+02 
       3.166828156936e-01       4.518900917475e+02 
       3.198370843007e-01       4.458967903983e+02 
       3.229913535261e-01       4.397939069069e+02 
       3.261456233515e-01       4.335891545905e+02 
       3.292998937598e-01       4.273214635433e+02 
       3.324541647342e-01       4.210318405763e+02 
       3.356084362587e-01       4.147772961690e+02 
       3.387627083179e-01       4.086089149574e+02 
       3.419169808968e-01       4.025883385810e+02 
       3.450712539813e-01       3.967518785662e+02 
       3.482255275574e-01       3.911535781051e+02 
       3.513798016120e-01       3.858187783056e+02 
       3.545340761320e-01       3.807542331074e+02 
       3.576883511053e-01       3.759626593785e+02 
       3.608426265198e-01       3.714124734979e+02 
       3.639969023641e-01       3.670746282015e+02 
       3.671511786269e-01       3.629066460637e+02 
       3.703054552977e-01       3.588785569343e+02 
       3.734597323659e-01       3.549435589969e+02 
       3.766140098216e-01       3.510826991481e+02 
       3.797682876550e-01       3.472629080945e+02 
       3.829225658568e-01       3.434657990218e+02 
       3.860768444180e-01       3.396775026023e+02 
       3.892311233297e-01       3.358948555736e+02 
       3.923854025834e-01       3.321192119898e+02 
       3.955396821710e-01       3.283574747674e+02 
       3.986939620846e-01       3.246254133674e+02 
       4.018482423163e-01       3.209442182246e+02 
       4.050025228587e-01       3.173309059005e+02 
       4.081568037046e-01       3.137918453550e+02 
       4.113110848470e-01       3.103486345678e+02 
       4.144653662791e-01       3.070011737726e+02 
       4.176196479943e-01       3.037545877547e+02 
       4.207739299863e-01       3.006097805297e+02 
       4.239282122487e-01       2.975665280730e+02 
       4.270824947756e-01       2.946209343697e+02 
       4.302367775612e-01       2.917660644501e+02 
       4.333910605998e-01       2.889935819633e+02 
       4.365453438858e-01       2.862843119145e+02 
       4.396996274140e-01       2.836321722434e+02 
       4.428539111792e-01       2.810232214352e+02 
       4.460081951762e-01       2.784463214027e+02 
       4.491624794003e-01       2.759015278042e+02 
       4.523167638466e-01       2.733811107148e+02 
       4.554710485105e-01       2.708831765127e+02 
       4.586253333875e-01       2.684127171295e+02 
       4.617796184732e-01       2.659648185044e+02 
       4.649339037634e-01       2.635433839654e+02 
       4.680881892538e-01       2.611507679477e+02 
       4.712424749406e-01       2.587973865145e+02 
       4.743967608196e-01       2.564830133212e+02 
       4.775510468872e-01       2.542170984950e+02 
       4.807053331396e-01       2.520026127701e+02 
       4.838596195732e-01       2.498401534601e+02 
       4.870139061844e-01       2.477282895722e+02 
       4.901681929698e-01       2.456645314077e+02 
       4.933224799260e-01       2.436454487793e+02 
       4.964767670499e-01       2.416686468064e+02 
       4.996310543381e-01       2.397313814908e+02 
       5.027853417876e-01       2.378295750894e+02 
       5.059396293954e-01       2.359614285764e+02 
       5.090939171584e-01       2.341202075964e+02 
       5.122482050740e-01       2.323031611387e+02 
       5.154024931391e-01       2.305056994205e+02 
       5.185567813512e-01       2.287293558693e+02 
       5.217110697074e-01       2.269727886460e+02 
       5.248653582053e-01       2.252373753776e+02 
       5.280196468422e-01       2.235245272028e+02 
       5.311739356158e-01       2.218354311716e+02 
       5.343282245234e-01       2.201718048953e+02 
       5.374825135629e-01       2.185311520254e+02 
       5.406368027318e-01       2.169152336802e+02 
       5.437910920280e-01       2.153244212180e+02 
       5.469453814491e-01       2.137594933886e+02 
       5.500996709931e-01       2.122203950890e+02 
       5.532539606578e-01       2.107094693947e+02 
       5.564082504413e-01       2.092248331982e+02 
       5.595625403413e-01       2.077648016341e+02 
       5.627168303561e-01       2.063290372384e+02 
       5.658711204837e-01       2.049135885245e+02 
       5.690254107222e-01       2.035184611242e+02 
       5.721797010697e-01       2.021424888030e+02 
       5.753339915245e-01       2.007855500279e+02 
       5.784882820848e-01       1.994470107468e+02 
       5.816425727488e-01       1.981260215559e+02 
       5.847968635150e-01       1.968214377175e+02 
       5.879511543816e-01       1.955321528445e+02 
       5.911054453471e-01       1.942576104943e+02 
       5.942597364098e-01       1.929977766119e+02 
       5.974140275682e-01       1.917532187094e+02 
       6.005683188208e-01       1.905247429639e+02 
       6.037226101661e-01       1.893127369968e+02 
       6.068769016027e-01       1.881173437046e+02 
       6.100311931292e-01       1.869382154361e+02 
       6.131854847441e-01       1.857748331198e+02 
       6.163397764462e-01       1.846267543249e+02 
       6.194940682340e-01       1.834938988340e+02 
       6.226483601062e-01       1.823763858349e+02 
       6.258026520616e-01       1.812744085302e+02 
       6.289569440990e-01       1.801871950710e+02 
       6.321112362170e-01       1.791147213448e+02 
       6.352655284146e-01       1.780557567743e+02 
       6.384198206904e-01       1.770094550428e+02 
       6.415741130434e-01       1.759751339664e+02 
       6.447284054725e-01       1.749524938043e+02 
       6.478826979764e-01       1.739415310653e+02 
       6.510369905541e-01       1.729426168806e+02 
       6.541912832046e-01       1.719555389391e+02 
       6.573455759267e-01       1.709800794539e+02 
       6.604998687196e-01       1.700155938231e+02 
       6.636541615820e-01       1.690616618972e+02 
       6.668084545132e-01       1.681180872818e+02 
       6.699627475120e-01       1.671849756382e+02 
       6.731170405776e-01       1.662626021922e+02 
       6.762713337089e-01       1.653513747496e+02 
       6.794256269052e-01       1.644509213177e+02 
       6.825799201654e-01       1.635612072378e+02 
       6.857342134887e-01       1.626817045072e+02 
       6.888885068743e-01       1.618119613166e+02 
       6.920428003212e-01       1.609516669476e+02 
       6.951970938287e-01       1.601008148068e+02 
       6.983513873958e-01       1.592594785297e+02 
       7.015056810219e-01       1.584276709518e+02 
       7.046599747061e-01       1.576052583781e+02 
       7.078142684476e-01       1.567918734040e+02 
       7.109685622457e-01       1.559870620515e+02 
       7.141228560996e-01       1.551903362423e+02 
       7.172771500086e-01       1.544014489667e+02 
       7.204314439720e-01       1.536204888393e+02 
       7.235857379890e-01       1.528476160822e+02 
       7.267400320589e-01       1.520827997323e+02 
       7.298943261811e-01       1.513262991599e+02 
       7.330486203549e-01       1.505776390356e+02 
       7.362029145796e-01       1.498365014513e+02 
       7.393572088545e-01       1.491025815707e+02 
       7.425115031791e-01       1.483758203067e+02 
       8.119898945646e-01       1.340416337181e+02 
       9.129110473709e-01       1.176088421814e+02 
       1.073768456362e+00       9.833274129215e+01 
       1.327035764737e+00       7.775119477247e+01 
       1.668742058265e+00       5.975385610049e+01 
       2.100791290670e+00       4.507052906582e+01 
       2.644739447303e+00       3.318468995817e+01 
       3.329529697746e+00       2.372860225364e+01 
       4.191629545816e+00       1.642396519993e+01 
       5.276948952055e+00       1.099842472076e+01 
       6.643285132482e+00       7.142955203951e+00 
       8.363400471076e+00       4.517776961425e+00 
       1.052889738205e+01       2.795572471907e+00 
       1.325509647243e+01       1.699903156551e+00 
       1.668717778493e+01       1.019688082316e+00 
       2.100791216458e+01       6.053440204692e-01 
       2.644739447273e+01       3.565746012099e-01 
       3.329529697746e+01       2.088250532033e-01 
       4.191629545816e+01       1.217757292158e-01 
       5.276948952055e+01       7.079137507291e-02 
       6.643285132482e+01       4.105900948738e-02 
       8.363400471076e+01       2.377469473522e-02 
       1.052889738205e+02       1.374982500638e-02 
